45.000000 -1.148009 -1.167492 -0.006565 0.010483 -0.015924
46.000000 -1.117784 -1.138028 -0.005533 0.010307 -0.014450
47.000000 -1.088541 -1.109517 -0.004625 0.010097 -0.013124
48.000000 -1.060240 -1.081918 -0.003824 0.009866 -0.011931
49.000000 -1.032843 -1.055192 -0.003118 0.009621 -0.010855
50.000000 -1.006312 -1.029304 -0.002497 0.009370 -0.009884
51.000000 -0.980614 -1.004218 -0.001949 0.009119 -0.009007
52.000000 -0.955715 -0.979902 -0.001467 0.008872 -0.008214
53.000000 -0.931583 -0.956325 -0.001044 0.008632 -0.007496
54.000000 -0.908187 -0.933457 -0.000672 0.008400 -0.006845
55.000000 -0.885500 -0.911271 -0.000346 0.008180 -0.006255
56.000000 -0.863494 -0.889739 -0.000061 0.007968 -0.005718
57.000000 -0.842143 -0.868837 0.000187 0.007767 -0.005230
58.000000 -0.821421 -0.848540 0.000402 0.007573 -0.004786
59.000000 -0.801306 -0.828826 0.000586 0.007384 -0.004381
60.000000 -0.781775 -0.809673 0.000744 0.007197 -0.004011
61.000000 -0.762808 -0.791063 0.000877 0.007010 -0.003673
62.000000 -0.744383 -0.772976 0.000988 0.006817 -0.003365
63.000000 -0.726483 -0.755396 0.001079 0.006617 -0.003082
64.000000 -0.709091 -0.738307 0.001152 0.006407 -0.002823
65.000000 -0.692191 -0.721697 0.001209 0.006184 -0.002587
66.000000 -0.675767 -0.705553 0.001251 0.005946 -0.002370
67.000000 -0.659806 -0.689866 0.001282 0.005695 -0.002172
68.000000 -0.644297 -0.674627 0.001302 0.005430 -0.001990
69.000000 -0.629227 -0.659829 0.001314 0.005153 -0.001825
70.000000 -0.614588 -0.645467 0.001318 0.004867 -0.001673
71.000000 -0.600370 -0.631538 0.001317 0.004574 -0.001536
72.000000 -0.586566 -0.618038 0.001312 0.004278 -0.001410
73.000000 -0.573169 -0.604964 0.001303 0.003981 -0.001296
74.000000 -0.560172 -0.592316 0.001292 0.003687 -0.001192
75.000000 -0.547570 -0.580090 0.001278 0.003395 -0.001099
76.000000 -0.535357 -0.568283 0.001263 0.003107 -0.001014
77.000000 -0.523528 -0.556891 0.001246 0.002823 -0.000938
78.000000 -0.512078 -0.545907 0.001227 0.002540 -0.000870
79.000000 -0.501000 -0.535324 0.001206 0.002258 -0.000809
80.000000 -0.490287 -0.525131 0.001183 0.001973 -0.000754
81.000000 -0.479932 -0.515314 0.001157 0.001682 -0.000706
82.000000 -0.469927 -0.505858 0.001128 0.001385 -0.000664
83.000000 -0.460262 -0.496742 0.001095 0.001080 -0.000627
84.000000 -0.450925 -0.487947 0.001058 0.000768 -0.000594
85.000000 -0.441906 -0.479449 0.001017 0.000451 -0.000567
86.000000 -0.433192 -0.471221 0.000972 0.000133 -0.000544
87.000000 -0.424767 -0.463239 0.000923 -0.000178 -0.000524
88.000000 -0.416620 -0.455474 0.000870 -0.000475 -0.000508
89.000000 -0.408734 -0.447901 0.000814 -0.000750 -0.000496
90.000000 -0.401094 -0.440496 0.000755 -0.000992 -0.000486
91.000000 -0.393688 -0.433233 0.000694 -0.001190 -0.000478
92.000000 -0.386499 -0.426095 0.000632 -0.001338 -0.000472
93.000000 -0.379516 -0.419062 0.000569 -0.001426 -0.000468
94.000000 -0.372725 -0.412123 0.000507 -0.001450 -0.000464
95.000000 -0.366116 -0.405269 0.000446 -0.001407 -0.000461
96.000000 -0.359679 -0.398493 0.000387 -0.001298 -0.000458
97.000000 -0.353405 -0.391796 0.000331 -0.001124 -0.000454
98.000000 -0.347286 -0.385181 0.000279 -0.000894 -0.000450
99.000000 -0.341316 -0.378652 0.000231 -0.000614 -0.000444
100.000000 -0.335489 -0.372218 0.000187 -0.000296 -0.000437
101.000000 -0.329799 -0.365890 0.000150 0.000048 -0.000428
102.000000 -0.324242 -0.359677 0.000117 0.000407 -0.000418
103.000000 -0.318813 -0.353592 0.000090 0.000767 -0.000406
104.000000 -0.313508 -0.347643 0.000070 0.001118 -0.000392
105.000000 -0.308321 -0.341841 0.000054 0.001449 -0.000376
106.000000 -0.303247 -0.336190 0.000045 0.001753 -0.000359
107.000000 -0.298280 -0.330696 0.000040 0.002024 -0.000341
108.000000 -0.293413 -0.325360 0.000040 0.002258 -0.000321
109.000000 -0.288640 -0.320180 0.000045 0.002452 -0.000301
110.000000 -0.283953 -0.315154 0.000053 0.002608 -0.000280
111.000000 -0.279344 -0.310274 0.000064 0.002727 -0.000259
112.000000 -0.274807 -0.305533 0.000077 0.002812 -0.000237
113.000000 -0.270333 -0.300920 0.000092 0.002867 -0.000216
114.000000 -0.265915 -0.296423 0.000109 0.002896 -0.000195
115.000000 -0.261546 -0.292032 0.000125 0.002905 -0.000175
116.000000 -0.257220 -0.287734 0.000142 0.002898 -0.000155
117.000000 -0.252930 -0.283516 0.000159 0.002879 -0.000135
118.000000 -0.248673 -0.279368 0.000175 0.002854 -0.000117
119.000000 -0.244442 -0.275279 0.000191 0.002824 -0.000099
120.000000 -0.240237 -0.271240 0.000206 0.002794 -0.000082
121.000000 -0.236053 -0.267242 0.000220 0.002765 -0.000066
122.000000 -0.231891 -0.263279 0.000233 0.002738 -0.000051
123.000000 -0.227748 -0.259346 0.000246 0.002714 -0.000037
124.000000 -0.223626 -0.255439 0.000259 0.002691 -0.000023
125.000000 -0.219525 -0.251553 0.000271 0.002669 -0.000010
126.000000 -0.215447 -0.247688 0.000283 0.002643 0.000002
127.000000 -0.211394 -0.243842 0.000295 0.002611 0.000013
128.000000 -0.207367 -0.240015 0.000307 0.002569 0.000023
129.000000 -0.203369 -0.236207 0.000318 0.002514 0.000033
130.000000 -0.199403 -0.232420 0.000328 0.002439 0.000042
131.000000 -0.195472 -0.228653 0.000338 0.002343 0.000050
132.000000 -0.191579 -0.224910 0.000346 0.002220 0.000057
133.000000 -0.187726 -0.221192 0.000354 0.002069 0.000064
134.000000 -0.183915 -0.217502 0.000359 0.001888 0.000069
135.000000 -0.180149 -0.213841 0.000363 0.001678 0.000074
136.000000 -0.176431 -0.210214 0.000365 0.001441 0.000078
137.000000 -0.172762 -0.206623 0.000364 0.001180 0.000082
138.000000 -0.169145 -0.203071 0.000362 0.000899 0.000084
139.000000 -0.165580 -0.199560 0.000357 0.000606 0.000085
140.000000 -0.162068 -0.196094 0.000350 0.000306 0.000086
141.000000 -0.158612 -0.192675 0.000341 0.000009 0.000086
142.000000 -0.155212 -0.189306 0.000330 -0.000278 0.000085
143.000000 -0.151868 -0.185988 0.000317 -0.000548 0.000083
144.000000 -0.148581 -0.182722 0.000302 -0.000792 0.000081
145.000000 -0.145352 -0.179510 0.000285 -0.001004 0.000078
146.000000 -0.142180 -0.176353 0.000267 -0.001180 0.000075
147.000000 -0.139066 -0.173251 0.000247 -0.001316 0.000071
148.000000 -0.136009 -0.170203 0.000225 -0.001408 0.000067
149.000000 -0.133009 -0.167209 0.000202 -0.001457 0.000063
150.000000 -0.130066 -0.164269 0.000178 -0.001462 0.000059
151.000000 -0.127178 -0.161383 0.000153 -0.001426 0.000055
152.000000 -0.124347 -0.158548 0.000127 -0.001351 0.000051
153.000000 -0.121570 -0.155764 0.000100 -0.001241 0.000047
154.000000 -0.118848 -0.153031 0.000073 -0.001101 0.000044
155.000000 -0.116179 -0.150348 0.000046 -0.000936 0.000040
156.000000 -0.113563 -0.147714 0.000020 -0.000752 0.000038
157.000000 -0.110999 -0.145129 -0.000005 -0.000554 0.000035
158.000000 -0.108485 -0.142592 -0.000029 -0.000347 0.000034
159.000000 -0.106022 -0.140102 -0.000049 -0.000138 0.000032
160.000000 -0.103607 -0.137660 -0.000067 0.000068 0.000031
