77.000000 0.001393 0.002684 -0.000008 0.001322 -0.000047 0.000002
78.000000 0.001320 0.002544 -0.000007 0.001253 -0.000041 0.000001
79.000000 0.001256 0.002422 -0.000005 0.001193 -0.000036 0.000001
80.000000 0.001201 0.002318 -0.000003 0.001140 -0.000032 0.000001
81.000000 0.001155 0.002232 -0.000001 0.001097 -0.000027 0.000001
82.000000 0.001118 0.002163 0.000001 0.001061 -0.000023 0.000001
83.000000 0.001089 0.002111 0.000003 0.001033 -0.000019 0.000001
84.000000 0.001069 0.002075 0.000006 0.001014 -0.000015 0.000001
85.000000 0.001056 0.002054 0.000008 0.001002 -0.000012 0.000001
86.000000 0.001052 0.002048 0.000011 0.000998 -0.000008 0.000001
87.000000 0.001054 0.002054 0.000013 0.001001 -0.000005 0.000001
88.000000 0.001062 0.002072 0.000015 0.001010 -0.000002 0.000001
89.000000 0.001075 0.002099 0.000018 0.001024 0.000000 0.000001
90.000000 0.001092 0.002133 0.000019 0.001044 0.000002 0.000001
91.000000 0.001113 0.002173 0.000021 0.001066 0.000004 0.000001
92.000000 0.001135 0.002215 0.000022 0.001091 0.000005 0.000001
93.000000 0.001159 0.002259 0.000023 0.001117 0.000006 0.000001
94.000000 0.001181 0.002300 0.000023 0.001143 0.000007 0.000001
95.000000 0.001203 0.002338 0.000023 0.001167 0.000007 0.000001
96.000000 0.001221 0.002370 0.000023 0.001187 0.000006 0.000001
97.000000 0.001235 0.002394 0.000022 0.001203 0.000005 0.000001
98.000000 0.001245 0.002409 0.000021 0.001214 0.000004 0.000001
99.000000 0.001249 0.002412 0.000019 0.001218 0.000003 0.000001
100.000000 0.001246 0.002404 0.000017 0.001215 0.000001 0.000001
101.000000 0.001237 0.002383 0.000015 0.001204 -0.000001 0.000001
102.000000 0.001221 0.002348 0.000013 0.001186 -0.000003 0.000001
103.000000 0.001198 0.002301 0.000011 0.001160 -0.000005 0.000001
104.000000 0.001167 0.002240 0.000008 0.001127 -0.000007 0.000001
105.000000 0.001130 0.002167 0.000006 0.001087 -0.000009 0.000001
106.000000 0.001087 0.002082 0.000003 0.001040 -0.000011 0.000001
107.000000 0.001038 0.001986 0.000001 0.000989 -0.000013 0.000001
108.000000 0.000984 0.001881 -0.000001 0.000932 -0.000014 0.000001
109.000000 0.000925 0.001769 -0.000003 0.000872 -0.000015 0.000001
110.000000 0.000863 0.001649 -0.000005 0.000810 -0.000016 0.000001
111.000000 0.000799 0.001525 -0.000006 0.000745 -0.000017 0.000001
112.000000 0.000732 0.001397 -0.000007 0.000680 -0.000017 0.000000
113.000000 0.000665 0.001267 -0.000008 0.000614 -0.000017 0.000000
114.000000 0.000597 0.001137 -0.000008 0.000549 -0.000017 0.000000
115.000000 0.000530 0.001007 -0.000009 0.000484 -0.000017 0.000000
116.000000 0.000464 0.000879 -0.000009 0.000420 -0.000017 0.000000
117.000000 0.000400 0.000755 -0.000009 0.000358 -0.000017 0.000000
118.000000 0.000338 0.000634 -0.000009 0.000298 -0.000016 0.000000
119.000000 0.000278 0.000518 -0.000009 0.000240 -0.000016 0.000000
120.000000 0.000222 0.000407 -0.000008 0.000184 -0.000015 0.000000
121.000000 0.000169 0.000302 -0.000008 0.000129 -0.000014 0.000000
122.000000 0.000119 0.000204 -0.000008 0.000077 -0.000014 0.000000
123.000000 0.000072 0.000111 -0.000008 0.000027 -0.000013 0.000000
124.000000 0.000029 0.000025 -0.000008 -0.000021 -0.000013 0.000000
125.000000 -0.000011 -0.000054 -0.000008 -0.000066 -0.000012 0.000000
126.000000 -0.000047 -0.000127 -0.000008 -0.000110 -0.000012 0.000000
127.000000 -0.000080 -0.000194 -0.000008 -0.000152 -0.000011 0.000000
128.000000 -0.000109 -0.000255 -0.000008 -0.000191 -0.000010 0.000000
129.000000 -0.000136 -0.000309 -0.000008 -0.000228 -0.000010 0.000000
130.000000 -0.000160 -0.000358 -0.000008 -0.000263 -0.000009 0.000000
