0.000000 0.000000 0.000000 0.000000 0.000000
0.010000 -0.174798 -0.631532 -2.634934 -2.433064
0.020000 -0.332925 -1.168079 -4.862483 -4.490494
0.030000 -0.463550 -1.549752 -6.426967 -5.933584
0.040000 -0.564672 -1.769445 -7.300605 -6.730738
0.050000 -0.642046 -1.865732 -7.652233 -7.031921
0.060000 -0.705050 -1.897294 -7.736173 -7.070535
0.070000 -0.761981 -1.914257 -7.768105 -7.050939
0.080000 -0.817183 -1.941174 -7.851861 -7.078733
0.090000 -0.870994 -1.977477 -7.982235 -7.158208
0.100000 -0.921744 -2.010471 -8.102009 -7.240248
0.110000 -0.968088 -2.030003 -8.165944 -7.280210
0.120000 -1.010187 -2.035785 -8.172375 -7.270006
0.130000 -1.049390 -2.035197 -8.153288 -7.233675
0.140000 -1.087108 -2.036077 -8.142614 -7.201318
0.150000 -1.123910 -2.041063 -8.151527 -7.186065
0.160000 -1.159468 -2.047245 -8.166990 -7.179747
0.170000 -1.193171 -2.050072 -8.168891 -7.165567
0.180000 -1.224796 -2.047562 -8.148458 -7.134067
0.190000 -1.254714 -2.041523 -8.113520 -7.089497
0.200000 -1.283554 -2.035458 -8.079322 -7.043855
0.210000 -1.311729 -2.031508 -8.055122 -7.005935
0.220000 -1.339202 -2.029052 -8.038094 -6.975102
0.230000 -1.365669 -2.025799 -8.018138 -6.943849
0.240000 -1.390910 -2.020049 -7.987775 -6.905457
0.250000 -1.415014 -2.012083 -7.948194 -6.859616
0.260000 -1.438301 -2.003665 -7.907094 -6.811763
0.270000 -1.461065 -1.996387 -7.871393 -6.767737
0.280000 -1.483364 -1.990388 -7.841650 -6.728912
0.290000 -1.505042 -1.984475 -7.812607 -6.691799
0.300000 -1.525923 -1.977351 -7.778564 -6.651785
0.310000 -1.545995 -1.968760 -7.738389 -6.607277
0.320000 -1.565426 -1.959599 -7.695992 -6.560717
0.330000 -1.584423 -1.951027 -7.656425 -6.516012
0.340000 -1.603076 -1.943458 -7.621470 -6.475049
0.350000 -1.621313 -1.936304 -7.588540 -6.436357
0.360000 -1.639002 -1.928614 -7.553451 -6.396809
0.370000 -1.656093 -1.919946 -7.514263 -6.354541
0.380000 -1.672666 -1.910707 -7.472754 -6.310443
0.390000 -1.688870 -1.901724 -7.432527 -6.267109
0.400000 -1.704798 -1.893490 -7.395726 -6.226416
0.410000 -1.720428 -1.885775 -7.361336 -6.187988
0.420000 -1.735668 -1.877906 -7.326399 -6.149762
0.430000 -1.750454 -1.869401 -7.288799 -6.109968
0.440000 -1.764817 -1.860378 -7.249050 -6.068653
0.450000 -1.778858 -1.851405 -7.209629 -6.027474
0.460000 -1.792665 -1.842965 -7.172645 -5.988106
0.470000 -1.806246 -1.835045 -7.138033 -5.950776
0.480000 -1.819541 -1.827194 -7.103808 -5.914198
0.490000 -1.832486 -1.818956 -7.067975 -5.876837
0.500000 -1.845082 -1.810277 -7.030294 -5.838280
0.510000 -1.857395 -1.801523 -6.992360 -5.799510
0.520000 -1.869502 -1.793125 -6.956061 -5.761924
0.530000 -1.881429 -1.785200 -6.921896 -5.726070
0.540000 -1.893139 -1.777468 -6.888641 -5.691230
0.550000 -1.904578 -1.769535 -6.854564 -5.656150
0.560000 -1.915727 -1.761248 -6.818994 -5.620192
0.570000 -1.926626 -1.752816 -6.782845 -5.583845
0.580000 -1.937339 -1.744600 -6.747696 -5.548214
0.590000 -1.947901 -1.736786 -6.714350 -5.513991
0.600000 -1.958295 -1.729228 -6.682176 -5.480869
0.610000 -1.968476 -1.721606 -6.649762 -5.447885
0.620000 -1.978417 -1.713718 -6.616225 -5.414312
0.630000 -1.988137 -1.705653 -6.581955 -5.380292
0.640000 -1.997686 -1.697697 -6.548196 -5.346645
0.650000 -2.007104 -1.690063 -6.515883 -5.314095
0.660000 -2.016387 -1.682708 -6.484827 -5.282628
0.670000 -2.025501 -1.675388 -6.453952 -5.251552
0.680000 -2.034417 -1.667885 -6.422307 -5.220145
0.690000 -2.043138 -1.660202 -6.389906 -5.188306
0.700000 -2.051702 -1.652547 -6.357652 -5.156598
0.710000 -2.060147 -1.645135 -6.326490 -5.125705
0.720000 -2.068480 -1.637998 -6.296554 -5.095814
0.730000 -2.076679 -1.630964 -6.267091 -5.066468
0.740000 -2.084713 -1.623823 -6.237183 -5.037014
0.750000 -2.092578 -1.616518 -6.206572 -5.007191
0.760000 -2.100296 -1.609183 -6.175858 -4.977338
0.770000 -2.107904 -1.602020 -6.145912 -4.948057
0.780000 -2.115417 -1.595108 -6.117083 -4.919656
0.790000 -2.122821 -1.588342 -6.088911 -4.891885
0.800000 -2.130090 -1.581536 -6.060578 -4.864189
0.810000 -2.137210 -1.574592 -6.031654 -4.836214
0.820000 -2.144197 -1.567584 -6.002466 -4.808114
0.830000 -2.151079 -1.560683 -5.973761 -4.780384
0.840000 -2.157877 -1.554000 -5.946021 -4.753393
0.850000 -2.164585 -1.547486 -5.919034 -4.727060
0.860000 -2.171182 -1.540986 -5.892121 -4.700944
0.870000 -2.177650 -1.534383 -5.864762 -4.674655
0.880000 -2.183996 -1.527697 -5.837054 -4.648197
0.890000 -2.190243 -1.521065 -5.809594 -4.621946
0.900000 -2.196413 -1.514611 -5.782921 -4.596290
0.910000 -2.202508 -1.508334 -5.757028 -4.571277
0.920000 -2.208510 -1.502114 -5.731394 -4.546586
0.930000 -2.214402 -1.495827 -5.705472 -4.521829
